vel,angs,logCountM,distDif,clickD,clickTotalM,backSpaceM,leftSideM,rigthSideM,stressLevelM
185.90451744436103,29.212114914541026,81,16.673973301863555,21415.0,3,0,0,0,3
3068.721819735404,34.98353957474292,630,2090.04525383016,54310.0,5,0,0,0,3
5323.179367666525,31.484919809258454,881,2794.302743076338,73919.0,10,0,0,0,3
3641.8326933939456,25.04541733190445,470,2342.118816428904,47130.0,9,0,0,0,3
3660.1906969276224,29.451796793488345,475,2986.0330262631187,58375.0,6,0,0,0,3
2489.1604697033567,29.48945758894355,388,1281.2528920051982,32583.0,6,0,0,0,3
8760.108779379048,24.41079578515381,967,6097.258682896405,135807.0,10,0,2,0,3
8635.400839269572,22.65259284430416,898,6922.123304575684,88701.0,6,0,2,0,3
4508.451457581769,32.943604024004095,514,3549.0762510914174,54619.0,5,0,1,0,3
4860.383450973228,26.83158240086567,913,4279.477031335012,29072.0,5,0,0,0,3
2533.841163420573,25.67943705113425,378,1693.049765501723,51223.0,4,0,0,0,3
2104.227389383179,29.824630914204512,230,1135.164775150081,35757.0,5,0,0,0,3
679.7917278879127,23.782615411631728,236,273.0093891375652,23307.0,4,0,0,0,3
4859.510847175231,25.261270629806276,578,3265.276785930061,41620.0,7,0,0,0,3
2261.024476540272,25.926215734600028,419,1683.2120098559217,83216.0,7,0,1,0,3
5620.727560910433,29.746795898829664,634,4583.669460530819,241837.0,9,0,2,0,3
3812.1827862854407,27.55168250832106,406,2508.50941969068,152644.0,10,0,2,0,3
3464.600564000724,25.872953845212557,435,2564.883618108762,96024.0,9,0,2,0,3
1343.1104506438442,25.735297728368693,239,523.4675447538295,26980.0,3,0,0,0,3
3171.4110328601687,22.542523867278597,440,2824.618453361022,319361.0,4,0,0,0,3
3801.756373855247,26.308530803296964,377,2789.735470242312,7415803.0,4,0,0,0,3
1138.6321427512958,27.423227426042654,306,461.1246690253704,20594.0,3,0,0,0,3
1971.9448849105336,28.097888686227197,513,1078.7348505221148,16112.0,3,0,0,0,2
1215.217646931036,29.33044328092924,276,657.4338901268359,28754.0,4,0,0,0,2
2323.334012684129,24.810080628441604,533,2067.1724651292348,25326.0,2,0,0,0,2
1917.359496008684,28.652335217538106,515,1383.529291715476,20784.0,4,0,0,0,2
13106.32963524013,118.01276859967967,1839,8190.900481780434,102530.0,8,0,3,0,2
14024.161023813382,133.97206062462627,1935,13250.476468452694,125102.0,5,0,11,0,2
5141.137823791056,83.69604329253823,790,4687.729633468088,83352.0,3,0,1,0,2
3716.877552882177,93.4081637495049,529,2458.899319581937,49134.0,5,0,2,0,2
9557.752255600508,25.763952976713764,1170,7512.675221110926,59444.0,11,0,0,0,3
16779.93507303727,66.88487999136531,1571,11386.96254652028,177832.0,14,0,0,0,3
6469.57637637476,60.44868741406296,825,4585.745460232917,63282.0,8,0,0,0,3
13064.52639548256,56.657019832028006,974,10891.657065794472,352266.0,7,0,0,0,3
7910.452216219296,66.44971158790813,753,4588.249576319351,64573.0,8,0,0,0,3
3328.1369770483766,66.37694867376968,463,2958.336336524637,21691.0,5,0,0,0,3
5730.824182203681,51.04779335777895,677,4911.66807518,59072.0,6,0,0,0,3
4872.107631650136,43.724161383634296,589,3490.4882208256795,86965.0,6,0,0,0,3
11585.838551923036,89.78819419011008,1491,8403.007612985568,150623.0,7,0,0,0,2
3078.9256912762794,70.82204197959766,617,2873.015751914063,22071.0,4,0,0,0,2
4900.063859219164,80.47736038332383,801,4917.364158781164,53743.0,4,0,0,0,2
8515.566461462064,79.65286110099672,1181,7483.875862115616,73960.0,5,0,0,0,2
6620.910994980868,28.376706649457784,725,5285.112278148782,153375.0,6,0,2,0,3
6533.882797330604,30.835983584945428,909,5758.172391393036,71480.0,4,0,1,0,3
8592.810997957793,33.349180550767066,597,6337.130002354379,63475.0,6,0,2,0,3
4749.191671832982,31.94827723721052,428,4015.592509538461,103751.0,6,0,2,0,3
13424.338271467675,31.882718740525988,989,12054.099429956124,123792.0,3,0,0,0,2
814.0281185846741,28.763232302811087,185,1160.9337506332392,19902.0,4,0,0,0,3
574.5782018389264,26.5019735826566,182,209.4982216385115,14007.0,2,0,0,0,3
1284.4621563226813,27.24047773249276,385,1115.230162155379,44692.0,3,0,0,0,3
831.4013812303408,26.995304831590467,101,7.589169475851293,25511.0,4,0,0,0,2
648.451975184629,26.178046714215405,241,251.2898077772168,28305.0,2,0,0,0,2
468.76320986309867,25.97320867421389,160,264.1965083328457,26439.0,4,0,0,0,2
286.2988420247351,25.31506846125579,74,153.42507404032995,15929.0,2,0,0,0,2
13358.961180271934,36.08490104710465,1176,10323.638025841465,175454.0,8,0,1,0,2
8934.073503894135,32.974656238002375,766,8782.210082567857,181541.0,6,0,0,0,2
1246.3504642929904,29.162868165097567,349,524.3345581045907,38168.0,3,0,0,0,2
14783.207591952234,34.75022687316522,1265,12244.16058255127,349405.0,13,0,1,0,2
